Mağaza,X_Koordinat,Y_Koordinat,Ürün,Fiyat,Color
Elektronik_Magaza_18,7.276300636419353,82.18600592903562,Termostat,4514.19,red
Elektronik_Magaza_18,7.276300636419353,82.18600592903562,Wi-Fi Sinyal Güçlendirici,906.26,red
Elektronik_Magaza_18,7.276300636419353,82.18600592903562,Monitör,3840.31,red
Elektronik_Magaza_18,7.276300636419353,82.18600592903562,Elektrikli Scooter,9941.31,red
Elektronik_Magaza_18,7.276300636419353,82.18600592903562,Lens Seti,580.27,red
Elektronik_Magaza_18,7.276300636419353,82.18600592903562,Elektrikli Kaykay,6997.0,red
Elektronik_Magaza_18,7.276300636419353,82.18600592903562,HDMI Kablo,8427.77,red
Elektronik_Magaza_18,7.276300636419353,82.18600592903562,Kablosuz Mouse,6522.39,red
Elektronik_Magaza_18,7.276300636419353,82.18600592903562,E-Kitap Okuyucu,5740.51,red
Elektronik_Magaza_18,7.276300636419353,82.18600592903562,YazıcıFotokopi Makinesi,7104.79,red
Elektronik_Magaza_18,7.276300636419353,82.18600592903562,Harici Hard Disk,4350.49,red
Elektronik_Magaza_18,7.276300636419353,82.18600592903562,RAM Bellek,1004.48,red
Elektronik_Magaza_18,7.276300636419353,82.18600592903562,VR Gözlük,9627.48,red
Elektronik_Magaza_18,7.276300636419353,82.18600592903562,HDMI Switch,4379.78,red
Elektronik_Magaza_18,7.276300636419353,82.18600592903562,Anakart,6687.35,red
Elektronik_Magaza_18,7.276300636419353,82.18600592903562,Dijital Kamera,5359.97,red
Elektronik_Magaza_18,7.276300636419353,82.18600592903562,Akıllı Telefon,641.26,red
Elektronik_Magaza_18,7.276300636419353,82.18600592903562,3D Yazıcı,9532.19,red
Elektronik_Magaza_18,7.276300636419353,82.18600592903562,Bluetooth Hoparlör,7946.12,red
Elektronik_Magaza_18,7.276300636419353,82.18600592903562,Güç Kaynağı,1576.07,red
Elektronik_Magaza_18,7.276300636419353,82.18600592903562,ütü,9818.32,red
Elektronik_Magaza_18,7.276300636419353,82.18600592903562,airfryer,7395.32,red
Elektronik_Magaza_18,7.276300636419353,82.18600592903562,Grafik Tablet,4775.98,red
Elektronik_Magaza_18,7.276300636419353,82.18600592903562,Bluetooth Alıcı,6152.56,red
Elektronik_Magaza_19,70.62422271564962,8.134878064189976,ocak,1156.69,red
Elektronik_Magaza_19,70.62422271564962,8.134878064189976,Wi-Fi Sinyal Güçlendirici,5648.07,red
Elektronik_Magaza_19,70.62422271564962,8.134878064189976,Ses Yalıtım Paneli,829.24,red
Elektronik_Magaza_19,70.62422271564962,8.134878064189976,Elektrikli Kaykay,5494.07,red
Elektronik_Magaza_19,70.62422271564962,8.134878064189976,HDMI Kablo,5571.69,red
Elektronik_Magaza_19,70.62422271564962,8.134878064189976,tost makinesi,8756.94,red
Elektronik_Magaza_19,70.62422271564962,8.134878064189976,Grafik Tablet,7278.07,red
Elektronik_Magaza_19,70.62422271564962,8.134878064189976,Tarayıcı,2570.57,red
Elektronik_Magaza_19,70.62422271564962,8.134878064189976,Bluetooth Alıcı,8895.42,red
Elektronik_Magaza_19,70.62422271564962,8.134878064189976,Kablosuz Kulaklık,5775.1,red
Elektronik_Magaza_19,70.62422271564962,8.134878064189976,İşlemci,6103.16,red
Elektronik_Magaza_19,70.62422271564962,8.134878064189976,Oyun Kolu,1772.92,red
Elektronik_Magaza_19,70.62422271564962,8.134878064189976,GoPro Kamera,8591.96,red
Elektronik_Magaza_19,70.62422271564962,8.134878064189976,Harici Hard Disk,9316.55,red
Elektronik_Magaza_19,70.62422271564962,8.134878064189976,Kablosuz Mouse,7772.41,red
Elektronik_Magaza_19,70.62422271564962,8.134878064189976,Robot Süpürge,9413.45,red
Elektronik_Magaza_19,70.62422271564962,8.134878064189976,Hareket Sensörü,3092.77,red
Elektronik_Magaza_19,70.62422271564962,8.134878064189976,Drone,8625.08,red
Elektronik_Magaza_19,70.62422271564962,8.134878064189976,airfryer,4940.04,red
Elektronik_Magaza_19,70.62422271564962,8.134878064189976,Type-C Adaptör,1722.78,red
Elektronik_Magaza_19,70.62422271564962,8.134878064189976,Ethernet Kablosu,6721.13,red
Elektronik_Magaza_20,8.483771408519193,98.66395785011754,YazıcıFotokopi Makinesi,6872.79,red
Elektronik_Magaza_20,8.483771408519193,98.66395785011754,Uydu Alıcısı,2940.55,red
Elektronik_Magaza_20,8.483771408519193,98.66395785011754,Mikrofon,372.18,red
Elektronik_Magaza_20,8.483771408519193,98.66395785011754,E-Kitap Okuyucu,2078.49,red
Elektronik_Magaza_20,8.483771408519193,98.66395785011754,Router,4057.8,red
Elektronik_Magaza_20,8.483771408519193,98.66395785011754,Ses Yalıtım Paneli,1758.87,red
Elektronik_Magaza_20,8.483771408519193,98.66395785011754,Elektrikli Bisiklet,2020.9,red
Elektronik_Magaza_20,8.483771408519193,98.66395785011754,Dijital Kalem,3974.77,red
Elektronik_Magaza_20,8.483771408519193,98.66395785011754,Masaüstü Bilgisayar,9621.69,red
Elektronik_Magaza_20,8.483771408519193,98.66395785011754,ocak,7666.01,red
Elektronik_Magaza_20,8.483771408519193,98.66395785011754,Ethernet Kablosu,3265.51,red
Elektronik_Magaza_20,8.483771408519193,98.66395785011754,Saç Şekillendiricisi,9520.88,red
Elektronik_Magaza_20,8.483771408519193,98.66395785011754,Monitör,6491.9,red
Elektronik_Magaza_20,8.483771408519193,98.66395785011754,Kablosuz Oyun Mouse,4608.95,red
Elektronik_Magaza_20,8.483771408519193,98.66395785011754,Kablosuz Kulaklık,4736.17,red
Elektronik_Magaza_20,8.483771408519193,98.66395785011754,ütü,4166.37,red
Elektronik_Magaza_20,8.483771408519193,98.66395785011754,Bluetooth Verici,2406.62,red
Elektronik_Magaza_20,8.483771408519193,98.66395785011754,Masaüstü Hoparlör,3927.66,red
Elektronik_Magaza_20,8.483771408519193,98.66395785011754,Projektör Perdesi,5326.17,red
Elektronik_Magaza_20,8.483771408519193,98.66395785011754,Harici Hard Disk,5327.47,red
Elektronik_Magaza_20,8.483771408519193,98.66395785011754,Kulaklık,7641.2,red
Elektronik_Magaza_20,8.483771408519193,98.66395785011754,Uzaktan Kumandalı Araç,3652.1,red
Elektronik_Magaza_20,8.483771408519193,98.66395785011754,Akıllı Telefon,7196.3,red
Elektronik_Magaza_20,8.483771408519193,98.66395785011754,Kapı Kilidi,5823.11,red
Elektronik_Magaza_20,8.483771408519193,98.66395785011754,Type-C Adaptör,9622.27,red
Elektronik_Magaza_20,8.483771408519193,98.66395785011754,Wi-Fi Sinyal Güçlendirici,3914.32,red
Elektronik_Magaza_20,8.483771408519193,98.66395785011754,Laptop,9022.04,red
Elektronik_Magaza_20,8.483771408519193,98.66395785011754,USB Hub,8224.36,red
Elektronik_Magaza_20,8.483771408519193,98.66395785011754,Webcam,6412.88,red
Elektronik_Magaza_20,8.483771408519193,98.66395785011754,Mouse Pad,6579.69,red
Elektronik_Magaza_20,8.483771408519193,98.66395785011754,Güvenlik Kamerası,938.03,red
Elektronik_Magaza_20,8.483771408519193,98.66395785011754,İşlemci,9507.22,red
Elektronik_Magaza_20,8.483771408519193,98.66395785011754,Elektrikli Kaykay,1158.67,red
Elektronik_Magaza_20,8.483771408519193,98.66395785011754,3D Yazıcı,5676.01,red
Elektronik_Magaza_20,8.483771408519193,98.66395785011754,IP Kamera,3367.7,red
Elektronik_Magaza_20,8.483771408519193,98.66395785011754,Hareket Sensörü,4355.53,red
Elektronik_Magaza_20,8.483771408519193,98.66395785011754,HDMI Kablo,6140.81,red
Elektronik_Magaza_20,8.483771408519193,98.66395785011754,Güç Kaynağı,9097.63,red
Elektronik_Magaza_20,8.483771408519193,98.66395785011754,tost makinesi,4629.91,red
Elektronik_Magaza_20,8.483771408519193,98.66395785011754,Mouse,9878.52,red
Elektronik_Magaza_20,8.483771408519193,98.66395785011754,M.2 SSD,5968.84,red
Elektronik_Magaza_20,8.483771408519193,98.66395785011754,Anakart,1689.48,red
Elektronik_Magaza_20,8.483771408519193,98.66395785011754,VR Gözlük,1981.09,red
Elektronik_Magaza_20,8.483771408519193,98.66395785011754,bulaşık makinesiKettle,7189.5,red
Elektronik_Magaza_20,8.483771408519193,98.66395785011754,GPS Cihazı,598.94,red
Elektronik_Magaza_21,37.427079575612034,37.06421470668909,GPS Cihazı,4855.38,red
Elektronik_Magaza_21,37.427079575612034,37.06421470668909,Drone,1567.37,red
Elektronik_Magaza_21,37.427079575612034,37.06421470668909,Kablosuz Şarj Cihazı,4388.86,red
Elektronik_Magaza_21,37.427079575612034,37.06421470668909,Hareket Sensörü,7524.18,red
Elektronik_Magaza_21,37.427079575612034,37.06421470668909,E-Kitap Okuyucu,4642.25,red
Elektronik_Magaza_21,37.427079575612034,37.06421470668909,TV Box,1718.17,red
Elektronik_Magaza_21,37.427079575612034,37.06421470668909,Elektronik Kalem,2594.06,red
Elektronik_Magaza_21,37.427079575612034,37.06421470668909,fritöz,3738.64,red
Elektronik_Magaza_21,37.427079575612034,37.06421470668909,Kablosuz Oyun Mouse,788.66,red
Elektronik_Magaza_21,37.427079575612034,37.06421470668909,ütü,5884.94,red
Elektronik_Magaza_21,37.427079575612034,37.06421470668909,Kulaklık,6114.58,red
Elektronik_Magaza_21,37.427079575612034,37.06421470668909,Wi-Fi Sinyal Güçlendirici,715.3,red
Elektronik_Magaza_21,37.427079575612034,37.06421470668909,Webcam,4082.88,red
Elektronik_Magaza_21,37.427079575612034,37.06421470668909,Kapı Kilidi,4198.61,red
Elektronik_Magaza_21,37.427079575612034,37.06421470668909,Saç Şekillendiricisi,3404.81,red
Elektronik_Magaza_21,37.427079575612034,37.06421470668909,Kablosuz Mouse,5621.62,red
Elektronik_Magaza_21,37.427079575612034,37.06421470668909,Modem,3524.98,red
Elektronik_Magaza_21,37.427079575612034,37.06421470668909,Akıllı Saat,4222.45,red
Elektronik_Magaza_21,37.427079575612034,37.06421470668909,çamaşır makinesi,7995.48,red
Elektronik_Magaza_21,37.427079575612034,37.06421470668909,HDMI Kablo,1704.88,red
Elektronik_Magaza_21,37.427079575612034,37.06421470668909,İşlemci,6229.24,red
Elektronik_Magaza_21,37.427079575612034,37.06421470668909,Streaming Capture Card,5105.38,red
Elektronik_Magaza_21,37.427079575612034,37.06421470668909,3D Yazıcı,3120.21,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,Projektör Perdesi,7302.59,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,Ses Yalıtım Paneli,5556.76,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,Bluetooth Alıcı,4825.88,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,blender,6709.93,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,Masaüstü Hoparlör,8042.67,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,TV Box,9729.42,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,ocak,6330.57,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,Elektronik Kalem,8756.96,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,Elektrikli Kaykay,110.81,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,airfryer,5349.33,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,Oyun Kolu,2225.01,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,Wi-Fi Sinyal Güçlendirici,1032.51,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,İşlemci,5366.51,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,Anakart,7493.58,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,Mekanik Saat,4181.5,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,Ekran Kartı,6734.06,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,Akıllı Saat,4948.22,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,Oyun Monitörü,4427.15,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,Termometre,2973.54,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,USB Bellek,3887.68,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,Mouse Pad,3562.98,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,HDMI Switch,6497.25,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,Lens Seti,1248.58,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,HDMI Kablo,1017.1,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,SSD,6634.13,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,Bluetooth Verici,5508.35,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,Kablosuz Şarj Cihazı,4358.98,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,Drone,1609.18,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,Kablosuz Kulaklık,4169.17,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,Masaüstü Bilgisayar,7918.34,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,Uydu Alıcısı,8907.25,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,Router,7055.51,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,USB Mikrofon,693.13,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,Bluetooth Hoparlör,6737.06,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,Modem,2485.76,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,Ethernet Kablosu,3220.99,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,3D Yazıcı,2039.14,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,Tarayıcı,7779.98,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,Dijital Kalem,6521.16,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,fırın,6157.17,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,Tablet,6712.93,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,Laptop,2444.05,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,Streaming Capture Card,4501.98,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,Hareket Sensörü,6369.21,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,çamaşır makinesi,6402.28,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,Klavye,7939.33,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,USB Hub,2942.33,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,Termostat,7726.33,red
Elektronik_Magaza_22,81.27995672575025,94.72485773838586,tost makinesi,4457.83,red
Elektronik_Magaza_23,98.6001063822871,75.33781852589416,USB Bellek,6734.71,red
Elektronik_Magaza_23,98.6001063822871,75.33781852589416,Router,4611.62,red
Elektronik_Magaza_23,98.6001063822871,75.33781852589416,Termometre,9491.24,red
Elektronik_Magaza_23,98.6001063822871,75.33781852589416,Hareket Sensörü,1875.09,red
Elektronik_Magaza_23,98.6001063822871,75.33781852589416,Termostat,6782.55,red
Elektronik_Magaza_23,98.6001063822871,75.33781852589416,Webcam,5807.7,red
Elektronik_Magaza_23,98.6001063822871,75.33781852589416,Ethernet Kablosu,1810.04,red
Elektronik_Magaza_23,98.6001063822871,75.33781852589416,ütü,753.46,red
Elektronik_Magaza_23,98.6001063822871,75.33781852589416,Projektör Perdesi,8011.53,red
Elektronik_Magaza_23,98.6001063822871,75.33781852589416,M.2 SSD,1658.77,red
Elektronik_Magaza_23,98.6001063822871,75.33781852589416,Tarayıcı,1946.42,red
Elektronik_Magaza_23,98.6001063822871,75.33781852589416,Kapı Kilidi,9786.5,red
Elektronik_Magaza_23,98.6001063822871,75.33781852589416,Robot Süpürge,7200.88,red
Elektronik_Magaza_23,98.6001063822871,75.33781852589416,Harici Hard Disk,2579.82,red
Elektronik_Magaza_23,98.6001063822871,75.33781852589416,Oyun Monitörü,5950.39,red
Elektronik_Magaza_23,98.6001063822871,75.33781852589416,blender,5387.71,red
Elektronik_Magaza_23,98.6001063822871,75.33781852589416,Bluetooth Verici,8460.29,red
Elektronik_Magaza_23,98.6001063822871,75.33781852589416,Mekanik Saat,7320.28,red
Elektronik_Magaza_23,98.6001063822871,75.33781852589416,Ses Kartı,8334.04,red
Elektronik_Magaza_23,98.6001063822871,75.33781852589416,Monitör,2193.92,red
Elektronik_Magaza_24,37.62595855309158,8.350071669866876,IP Kamera,6438.17,red
Elektronik_Magaza_24,37.62595855309158,8.350071669866876,blender,498.38,red
Elektronik_Magaza_24,37.62595855309158,8.350071669866876,Kablosuz Kulaklık,782.51,red
Elektronik_Magaza_24,37.62595855309158,8.350071669866876,bulaşık makinesiKettle,7163.92,red
Elektronik_Magaza_24,37.62595855309158,8.350071669866876,Kablosuz Şarj Cihazı,341.76,red
Elektronik_Magaza_24,37.62595855309158,8.350071669866876,Kablosuz Oyun Mouse,5839.67,red
Elektronik_Magaza_24,37.62595855309158,8.350071669866876,Mouse Pad,8420.01,red
Elektronik_Magaza_24,37.62595855309158,8.350071669866876,DJ Kulaklık,3861.42,red
Elektronik_Magaza_24,37.62595855309158,8.350071669866876,Termometre,543.92,red
Elektronik_Magaza_24,37.62595855309158,8.350071669866876,fırın,7167.09,red
Elektronik_Magaza_24,37.62595855309158,8.350071669866876,ocak,9303.9,red
Elektronik_Magaza_24,37.62595855309158,8.350071669866876,Uydu Alıcısı,7200.0,red
Elektronik_Magaza_24,37.62595855309158,8.350071669866876,SSD,5826.63,red
Elektronik_Magaza_24,37.62595855309158,8.350071669866876,USB Hub,2377.29,red
Elektronik_Magaza_24,37.62595855309158,8.350071669866876,buzdolabı,252.22,red
Elektronik_Magaza_24,37.62595855309158,8.350071669866876,ütü,6977.25,red
Elektronik_Magaza_24,37.62595855309158,8.350071669866876,Laptop,2387.16,red
Elektronik_Magaza_24,37.62595855309158,8.350071669866876,Anakart,8595.81,red
Elektronik_Magaza_24,37.62595855309158,8.350071669866876,Saç Şekillendiricisi,4717.0,red
Elektronik_Magaza_24,37.62595855309158,8.350071669866876,fritöz,5353.29,red
Elektronik_Magaza_24,37.62595855309158,8.350071669866876,airfryer,7563.97,red
Elektronik_Magaza_24,37.62595855309158,8.350071669866876,Kablosuz Mouse,7816.36,red
Elektronik_Magaza_24,37.62595855309158,8.350071669866876,İşlemci,6462.24,red
Elektronik_Magaza_24,37.62595855309158,8.350071669866876,3D Yazıcı,9390.47,red
Elektronik_Magaza_24,37.62595855309158,8.350071669866876,USB Bellek,9824.75,red
Elektronik_Magaza_24,37.62595855309158,8.350071669866876,Akıllı Telefon,9474.17,red
Elektronik_Magaza_24,37.62595855309158,8.350071669866876,TV Box,8259.37,red
Elektronik_Magaza_24,37.62595855309158,8.350071669866876,Masaüstü Hoparlör,7085.69,red
Elektronik_Magaza_25,77.71469159274368,55.8404249735805,Ses Yalıtım Paneli,6666.93,red
Elektronik_Magaza_25,77.71469159274368,55.8404249735805,Hareket Sensörü,1127.13,red
Elektronik_Magaza_25,77.71469159274368,55.8404249735805,IP Kamera,2787.7,red
Elektronik_Magaza_25,77.71469159274368,55.8404249735805,Router,156.31,red
Elektronik_Magaza_25,77.71469159274368,55.8404249735805,Tarayıcı,1460.36,red
Elektronik_Magaza_25,77.71469159274368,55.8404249735805,Bluetooth Hoparlör,4448.37,red
Elektronik_Magaza_25,77.71469159274368,55.8404249735805,GPS Cihazı,1550.71,red
Elektronik_Magaza_25,77.71469159274368,55.8404249735805,İşlemci,9026.47,red
Elektronik_Magaza_25,77.71469159274368,55.8404249735805,Bluetooth Verici,8076.42,red
Elektronik_Magaza_25,77.71469159274368,55.8404249735805,TV Box,808.96,red
Elektronik_Magaza_25,77.71469159274368,55.8404249735805,Güç Kaynağı,2564.25,red
Elektronik_Magaza_25,77.71469159274368,55.8404249735805,Elektrikli Kaykay,8208.81,red
Elektronik_Magaza_25,77.71469159274368,55.8404249735805,Ethernet Kablosu,8050.16,red
Elektronik_Magaza_25,77.71469159274368,55.8404249735805,USB Mikrofon,9459.96,red
Elektronik_Magaza_25,77.71469159274368,55.8404249735805,Harici Hard Disk,9975.72,red
Elektronik_Magaza_25,77.71469159274368,55.8404249735805,E-Kitap Okuyucu,9765.07,red
Elektronik_Magaza_25,77.71469159274368,55.8404249735805,Mikrofon,4160.37,red
Elektronik_Magaza_25,77.71469159274368,55.8404249735805,Tablet,2578.25,red
Elektronik_Magaza_25,77.71469159274368,55.8404249735805,Elektrikli Scooter,7608.26,red
Elektronik_Magaza_25,77.71469159274368,55.8404249735805,Kasa Fanı,3062.8,red
Elektronik_Magaza_25,77.71469159274368,55.8404249735805,Streaming Capture Card,8083.36,red
Elektronik_Magaza_26,42.42220092469763,90.6354385094736,Dijital Kalem,5386.15,red
Elektronik_Magaza_26,42.42220092469763,90.6354385094736,Type-C Adaptör,7959.88,red
Elektronik_Magaza_26,42.42220092469763,90.6354385094736,Klavye,2831.21,red
Elektronik_Magaza_26,42.42220092469763,90.6354385094736,Oyun Monitörü,5129.47,red
Elektronik_Magaza_26,42.42220092469763,90.6354385094736,Saç Şekillendiricisi,5683.84,red
Elektronik_Magaza_26,42.42220092469763,90.6354385094736,ütü,9436.77,red
Elektronik_Magaza_26,42.42220092469763,90.6354385094736,airfryer,2739.32,red
Elektronik_Magaza_26,42.42220092469763,90.6354385094736,Ses Kartı,9373.21,red
Elektronik_Magaza_26,42.42220092469763,90.6354385094736,Ethernet Kablosu,8068.1,red
Elektronik_Magaza_26,42.42220092469763,90.6354385094736,Kablosuz Mouse,7335.85,red
Elektronik_Magaza_26,42.42220092469763,90.6354385094736,Akıllı Telefon,7890.02,red
Elektronik_Magaza_26,42.42220092469763,90.6354385094736,Kapı Kilidi,6093.71,red
Elektronik_Magaza_26,42.42220092469763,90.6354385094736,Bluetooth Verici,2516.39,red
Elektronik_Magaza_26,42.42220092469763,90.6354385094736,Robot Süpürge,1976.0,red
Elektronik_Magaza_26,42.42220092469763,90.6354385094736,Ekran Kartı,8676.78,red
Elektronik_Magaza_26,42.42220092469763,90.6354385094736,VR Gözlük,7278.88,red
Elektronik_Magaza_26,42.42220092469763,90.6354385094736,Projektör Perdesi,2210.72,red
Elektronik_Magaza_26,42.42220092469763,90.6354385094736,Lens Seti,6189.42,red
Elektronik_Magaza_26,42.42220092469763,90.6354385094736,Masaüstü Bilgisayar,4530.71,red
Elektronik_Magaza_26,42.42220092469763,90.6354385094736,DJ Kulaklık,1670.69,red
Elektronik_Magaza_26,42.42220092469763,90.6354385094736,Laptop,5365.39,red
Elektronik_Magaza_26,42.42220092469763,90.6354385094736,Elektronik Kalem,2887.04,red
Elektronik_Magaza_26,42.42220092469763,90.6354385094736,M.2 SSD,1052.82,red
Elektronik_Magaza_26,42.42220092469763,90.6354385094736,Güç Kaynağı,4722.89,red
Elektronik_Magaza_26,42.42220092469763,90.6354385094736,Drone,5942.07,red
Elektronik_Magaza_26,42.42220092469763,90.6354385094736,Tablet,564.37,red
Elektronik_Magaza_26,42.42220092469763,90.6354385094736,USB Mikrofon,4080.72,red
Elektronik_Magaza_26,42.42220092469763,90.6354385094736,Mouse Pad,2650.85,red
Elektronik_Magaza_26,42.42220092469763,90.6354385094736,Uzaktan Kumandalı Araç,403.44,red
Elektronik_Magaza_26,42.42220092469763,90.6354385094736,Termometre,1344.06,red
Elektronik_Magaza_26,42.42220092469763,90.6354385094736,RAM Bellek,1476.44,red
Elektronik_Magaza_26,42.42220092469763,90.6354385094736,Masaüstü Hoparlör,1910.46,red
Elektronik_Magaza_26,42.42220092469763,90.6354385094736,Bluetooth Alıcı,8053.44,red
Elektronik_Magaza_26,42.42220092469763,90.6354385094736,Elektrikli Kaykay,4450.97,red
Elektronik_Magaza_26,42.42220092469763,90.6354385094736,Streaming Capture Card,1556.15,red
Elektronik_Magaza_26,42.42220092469763,90.6354385094736,Termostat,1092.94,red
Elektronik_Magaza_26,42.42220092469763,90.6354385094736,Harici Hard Disk,3049.61,red
Elektronik_Magaza_26,42.42220092469763,90.6354385094736,IP Kamera,8000.35,red
Elektronik_Magaza_26,42.42220092469763,90.6354385094736,blender,3708.15,red
Elektronik_Magaza_26,42.42220092469763,90.6354385094736,Router,1682.98,red
Elektronik_Magaza_26,42.42220092469763,90.6354385094736,Akıllı Saat,4100.75,red
Elektronik_Magaza_26,42.42220092469763,90.6354385094736,Hareket Sensörü,5597.58,red
Elektronik_Magaza_26,42.42220092469763,90.6354385094736,E-Kitap Okuyucu,392.88,red
Elektronik_Magaza_26,42.42220092469763,90.6354385094736,Grafik Tablet,6313.65,red
Elektronik_Magaza_26,42.42220092469763,90.6354385094736,Monitör,4011.5,red
Elektronik_Magaza_26,42.42220092469763,90.6354385094736,3D Yazıcı,196.29,red
Elektronik_Magaza_26,42.42220092469763,90.6354385094736,Dijital Kamera,6771.51,red
Elektronik_Magaza_26,42.42220092469763,90.6354385094736,Mouse,7152.64,red
Elektronik_Magaza_27,11.119748230615134,49.26251042908592,E-Kitap Okuyucu,6325.51,red
Elektronik_Magaza_27,11.119748230615134,49.26251042908592,Elektrikli Kaykay,3485.11,red
Elektronik_Magaza_27,11.119748230615134,49.26251042908592,Kablosuz Kulaklık,5343.09,red
Elektronik_Magaza_27,11.119748230615134,49.26251042908592,Modem,3932.86,red
Elektronik_Magaza_27,11.119748230615134,49.26251042908592,Webcam,7036.16,red
Elektronik_Magaza_27,11.119748230615134,49.26251042908592,Elektrikli Scooter,5877.44,red
Elektronik_Magaza_27,11.119748230615134,49.26251042908592,çamaşır makinesi,909.81,red
Elektronik_Magaza_27,11.119748230615134,49.26251042908592,Monitör,6466.63,red
Elektronik_Magaza_27,11.119748230615134,49.26251042908592,Klavye,6903.66,red
Elektronik_Magaza_27,11.119748230615134,49.26251042908592,USB Bellek,3769.95,red
Elektronik_Magaza_27,11.119748230615134,49.26251042908592,bulaşık makinesiKettle,8770.28,red
Elektronik_Magaza_27,11.119748230615134,49.26251042908592,Mouse,8445.84,red
Elektronik_Magaza_27,11.119748230615134,49.26251042908592,Kapı Kilidi,1834.15,red
Elektronik_Magaza_27,11.119748230615134,49.26251042908592,Hava Temizleyici,9052.24,red
Elektronik_Magaza_27,11.119748230615134,49.26251042908592,TV Box,4464.64,red
Elektronik_Magaza_27,11.119748230615134,49.26251042908592,GPS Cihazı,7265.12,red
Elektronik_Magaza_27,11.119748230615134,49.26251042908592,ütü,8159.56,red
Elektronik_Magaza_27,11.119748230615134,49.26251042908592,USB Mikrofon,5100.61,red
Elektronik_Magaza_27,11.119748230615134,49.26251042908592,Dijital Kalem,4051.11,red
Elektronik_Magaza_27,11.119748230615134,49.26251042908592,Mekanik Saat,9162.97,red
Elektronik_Magaza_27,11.119748230615134,49.26251042908592,Robot Süpürge,2385.45,red
Elektronik_Magaza_27,11.119748230615134,49.26251042908592,Mouse Pad,2644.0,red
Elektronik_Magaza_27,11.119748230615134,49.26251042908592,Tablet,3680.04,red
Elektronik_Magaza_27,11.119748230615134,49.26251042908592,VR Gözlük,8608.71,red
Elektronik_Magaza_27,11.119748230615134,49.26251042908592,Termostat,9394.0,red
Elektronik_Magaza_27,11.119748230615134,49.26251042908592,Saç Şekillendiricisi,2278.67,red
Elektronik_Magaza_27,11.119748230615134,49.26251042908592,Kablosuz Şarj Cihazı,8652.31,red
Elektronik_Magaza_27,11.119748230615134,49.26251042908592,Ekran Kartı,2656.21,red
Elektronik_Magaza_27,11.119748230615134,49.26251042908592,Güvenlik Kamerası,9709.35,red
Elektronik_Magaza_27,11.119748230615134,49.26251042908592,HDMI Kablo,6014.34,red
Elektronik_Magaza_27,11.119748230615134,49.26251042908592,Masaüstü Bilgisayar,170.16,red
Elektronik_Magaza_27,11.119748230615134,49.26251042908592,GoPro Kamera,437.89,red
